ma_shop_n, metroarian, ma_ptrans, ucl_code, ma_edu, ucl_name, metroariac, ma_shop, ma_edu_n, ma_hlth_n, ma_hlth, ma_ptransn, ma_fpost_n, ma_fpost, sa1no
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110902"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20601110903"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20601110904"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20601110905"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20601110906"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20601110907"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20601110908"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20601110909"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20601110910"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20601110911"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110912"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20601110913"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20601110914"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"20601110915"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110916"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"20601110917"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"20601110918"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110919"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20601110920"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110921"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20601110922"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"20601110923"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20601110924"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111001"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20602111002"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111003"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111004"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111005"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111006"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111007"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111008"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20602111009"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111010"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20602111011"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20602111012"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111013"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111014"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20602111015"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20602111016"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111017"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111018"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111019"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"20602111020"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20602111021"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111022"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"20602111101"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111102"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111103"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111104"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111105"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111106"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20602111107"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111108"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111109"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111110"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111111"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111112"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20602111113"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111114"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111115"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20602111116"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"20602111117"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111118"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111119"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111120"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20602111121"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111122"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"20602111123"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"20602111124"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111125"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"20602111126"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"20602111127"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"20602111128"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"20602111129"
